DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,ACCOUNT TYPE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Care (South Wales) Limited,675.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Cherish Cymru Limited,679.52,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Hallows Care Limited T/A Hallows Care,680.33,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Saints DC Limited,681.35,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,1st Grade Care Limited,683.70,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Care (South Wales) Limited,687.54,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,1st Grade Care Limited,691.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,692.24,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,692.24,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Care In Wales Limited T/A Care in the Vale,701.63,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Care In Wales Limited T/A Care in the Vale,701.68,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Care (South Wales) Limited,704.72,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Saints DC Limited,705.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Willowmere Home Care Agency Limited,706.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Annwyl Limited t/a Bluebird Care,707.54,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Care (South Wales) Limited,713.20,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,GJ Care & Training Limited,721.78,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,1st Grade Care Limited,723.84,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Annwyl Limited t/a Bluebird Care,724.28,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Willowmere Home Care Agency Limited,736.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Willowmere Home Care Agency Limited,739.38,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Willowmere Home Care Agency Limited,739.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Willowmere Home Care Agency Limited,745.07,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Care In Wales Limited T/A Care in the Vale,746.91,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,1st Grade Care Limited,748.44,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Saints DC Limited,753.12,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Hallows Care Limited T/A Hallows Care,759.75,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Willowmere Home Care Agency Limited,765.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Saints DC Limited,773.31,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Care In Wales Limited T/A Care in the Vale,774.64,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Care In Wales Limited T/A Care in the Vale,788.01,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Care In Wales Limited T/A Care in the Vale,792.37,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Care In Wales Limited T/A Care in the Vale,793.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Care In Wales Limited T/A Care in the Vale,798.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Parkrow Care Limited,799.54,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Annwyl Limited t/a Bluebird Care,805.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Care (South Wales) Limited,811.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,816.68,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Annwyl Limited t/a Bluebird Care,822.47,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Caring Companions Limited,825.41,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,825.89,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Annwyl Limited t/a Bluebird Care,829.07,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,845.75,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Care (South Wales) Limited,848.33,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Care (South Wales) Limited,858.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Willowmere Home Care Agency Limited,876.12,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,899.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Saints DC Limited,900.15,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,929.80,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,1st Grade Care Limited,943.76,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Care (South Wales) Limited,948.13,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Heidi Christoforato t/a Churchfields Home Care,"1,166.36",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Care (South Wales) Limited,"1,167.69",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Caring Companions Limited,"1,458.77",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Cherish Cymru Limited,"1,492.40",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Hallows Care Limited T/A Hallows Care,"1,622.95",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Willowmere Home Care Agency Limited,"1,627.44",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,All Saints DC Limited,"1,632.43",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Care In Wales Limited T/A Care in the Vale,"1,765.97",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216072,All Care (South Wales) Limited,753.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,Willowmere Home Care Agency Limited,500.80,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,All Saints DC Limited,519.81,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,Caring Companions Limited,579.83,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,All Care (South Wales) Limited,584.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,1st Grade Care Limited,681.33,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,Care In Wales Limited T/A Care in the Vale,813.55,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,All Care (South Wales) Limited,838.34,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,All Care (South Wales) Limited,838.34,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,All Care (South Wales) Limited,943.14,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,Cherish Cymru Limited,"1,856.51",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,All Care (South Wales) Limited,573.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,Heidi Christoforato t/a Churchfields Home Care,598.69,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,GJ Care & Training Limited,637.02,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,Heidi Christoforato t/a Churchfields Home Care,676.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,All Care (South Wales) Limited,768.66,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,GJ Care & Training Limited,769.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,218419,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,549.20,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,218419,Care In Wales Limited T/A Care in the Vale,563.16,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,218419,Parkrow Care Limited,688.32,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,218419,Care In Wales Limited T/A Care in the Vale,701.63,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,218419,Care In Wales Limited T/A Care in the Vale,729.54,REVENUE
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,05/05/2020,100121,FFT Education Limited,"7,460.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/05/2020,101031,Harrow Business Services Limited,638.12,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/05/2020,101031,The Assessment Foundation CIC,876.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/05/2020,101031,Ecommercial Cleaning Services Limited,"1,800.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/05/2020,101317,Glen Cleaning Company Limited,"1,263.80",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/05/2020,101317,I Teach (Wales) Limited,"2,071.02",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,05/05/2020,140121,The Review Team Limited,"3,350.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215025,Innovate Trust Limited,"2,467.11",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Hafod Housing Association Limited,504.43,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,540.58,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Grangelodge Residential Home Limited t/a Grangelodge,553.36,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Cwtch Care Limited,562.72,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,588.92,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,632.60,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,680.49,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,686.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Hafod Housing Association Limited,773.92,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Hafod Housing Association Limited,773.92,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Cardiff Homecare Limited,848.21,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.05,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,Valeplus (Cymru) & Valeplus Extra,"1,064.09",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,Accomplish Group Limited t/a Ty Bradwen,"1,755.30",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,Valeplus (Cymru) & Valeplus Extra,"10,213.30",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,National Autistic Society,"16,257.03",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,217909,National Autistic Society,"43,117.50",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,218321,Hafod Housing Association Limited,645.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,218419,Cwtch Care Limited,"1,357.62",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05/05/2020,260085,Telefonica UK Limited t/a O2,"3,534.00",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05/05/2020,260320,Action for Children Services Limited,"10,000.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/05/2020,300610,Askfrank Limited,"1,070.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,05/05/2020,301062,Tom Prichard Contracting Limited,"3,121.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,05/05/2020,303900,High Street Solicitors Limited,700.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,05/05/2020,303901,Handicare Accessibility Limited,"3,977.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,05/05/2020,303910,Woodland Electrical Barry Limited,584.12,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,05/05/2020,303910,SMK Building & Maintenance Limited,682.15,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,05/05/2020,303910,SMK Building & Maintenance Limited,"6,943.22",REVENUE
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,05/05/2020,303931,O'Brien & Price (Stroud) Limited,510.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,05/05/2020,303931,O'Brien & Price (Stroud) Limited,"3,068.02",REVENUE
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,05/05/2020,303950,Omega Environmental Services Limited,660.89,REVENUE
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,05/05/2020,305875,Marton Civil Engineering Limited,"13,536.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,05/05/2020,305948,G.P.H.I.T (Integrated Services) Limited,"4,950.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,05/05/2020,305980,Gibbon Equipment Hire Limited,553.56,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,05/05/2020,305985,Heritage Decorators (South Wales) Limited,"2,600.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,BUILDING CLEANING SERVICES,05/05/2020,312178,HSG Facilities Management Limited,"1,518.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/05/2020,325890,Centregreat Limited,"10,423.37",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/05/2020,325892,Centregreat Limited,"2,184.70",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,05/05/2020,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"2,100.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,05/05/2020,350711,Page to Stage Wales Limited,"-2,000.00",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,05/05/2020,400501,Traherne Farms Limited,675.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/05/2020,402451,Virgin Media Business Limited,"20,039.92",REVENUE
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,05/05/2020,402500,Stanford Marsh Limited t/a Cadspec,"1,110.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,05/05/2020,407118,Chamberlain Moss King Architecture Limited,"4,800.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,05/05/2020,407118,Chamberlain Moss King Architecture Limited,"6,000.00",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,05/05/2020,420220,CIPFA Business Limited,"1,500.00",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,05/05/2020,421230,Aligned Assets Limited,"1,210.36",REVENUE
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,05/05/2020,440611,Vale People First Limited,"20,000.00",REVENUE
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,05/05/2020,842181,Chamberlain Moss King Architecture Limited,"14,625.00",CAPITAL
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,05/05/2020,303900,Paul Robinson & Ptn T/A RM Scaffolding,540.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,05/05/2020,303900,Paul Robinson & Ptn T/A RM Scaffolding,640.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/05/2020,101025,Joanna White,"4,500.00",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05/05/2020,260156,Cardiff & Vale University Local Health Board,"10,048.80",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05/05/2020,260156,Cardiff & Vale University Local Health Board,"11,905.03",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/05/2020,323685,Hays Specialist Recruitment Limited,"1,548.75",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/05/2020,323685,Hays Specialist Recruitment Limited,"1,548.75",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/05/2020,323685,Hays Specialist Recruitment Limited,"1,548.75",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/05/2020,323686,Hays Specialist Recruitment Limited,659.20,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/05/2020,323686,Hays Specialist Recruitment Limited,659.20,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/05/2020,323686,Hays Specialist Recruitment Limited,659.20,REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,05/05/2020,422160,Hays Specialist Recruitment Limited,"1,169.25",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215022,Hallmark Care Homes (Cardiff) Limited t/a Regency House Care Home,737.78,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215022,Carers Trust South East Wales,"1,452.80",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,501.38,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Sunshine Care Limited t/a The Retreat Care Home,503.09,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,504.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,MHA Care Group t/a Morel Court,506.05,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,507.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,508.51,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,511.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,511.32,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,514.48,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Waverley Care Centre Limited,516.48,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,521.31,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,524.19,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,MHA Care Group t/a Morel Court,527.59,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Hebron Hall Limited,529.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Northcote Developments Limited,531.92,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Baltimore Care Limited,532.65,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,532.65,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Baltimore Care Limited,533.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),533.68,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Northcote Developments Limited,534.54,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Waverley Care Centre Limited,535.83,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Waverley Care Centre Limited,537.19,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,538.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Waverley Care Centre Limited,541.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Baltimore Care Limited,542.65,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,544.10,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Waverley Care Centre Limited,544.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Northcote Developments Limited,544.80,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,MHA Care Group t/a Morel Court,547.47,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,The Royal Masonic Benevolent Institution Care Company T/A Albert Edward Prince of Wales Court,548.01,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,558.17,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Waverley Care Centre Limited,562.32,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,565.75,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,The Manor House St Hilary Limited T/A Milsom House,569.38,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Waverley Care Centre Limited,571.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Waverley Care Centre Limited,571.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Waverley Care Centre Limited,572.64,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/05/2020,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,572.90,REVENUE
