DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Waverley Care Centre Limited,704.70,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,709.58,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,710.38,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,713.86,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,714.48,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,718.91,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,The Manor House St Hilary Limited T/A Milsom House,720.05,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,720.75,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,730.20,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,732.57,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,740.15,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,740.40,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),741.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,743.18,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,744.11,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,746.02,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,750.50,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,756.23,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,760.19,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,763.19,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,764.87,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Morel Court,769.42,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,773.50,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,773.50,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,773.50,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,773.50,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,773.53,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Waverley Care Centre Limited,775.03,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,777.78,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Waverley Care Centre Limited,779.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,785.54,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,787.56,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,791.28,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,800.46,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,801.30,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Hebron Hall Limited,802.53,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,805.44,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,807.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Avan Limited T/A Brightside Manor,820.47,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,821.38,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,837.79,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,847.83,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,854.25,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,854.96,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Morel Court,866.22,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,The Manor House St Hilary Limited T/A Milsom House,868.18,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,868.45,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,868.72,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,887.86,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,887.86,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,887.86,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Waverley Care Centre Limited,890.70,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Waverley Care Centre Limited,890.70,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,The Manor House St Hilary Limited T/A Milsom House,908.70,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,915.28,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,921.10,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Waverley Care Centre Limited,929.31,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,960.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,960.47,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,999.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,"1,047.48",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Forge Care Homes Limited t/a The Forge Care Centre,"1,054.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,The Manor House St Hilary Limited T/A Milsom House,"1,070.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Ely Court Care Limited t/a Ely Court Care Home,"1,076.70",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,MHA Care Group t/a Morel Court,"1,084.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,The Manor House St Hilary Limited T/A Milsom House,"1,089.21",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,"1,180.45",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,Regency House Care Home- Hallmark Care Homes (Cardiff) Limited,"1,184.48",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,The Manor House St Hilary Limited T/A The Manor House,"1,185.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215489,The Cedars Care Services Limited t/a The Hollies,"2,621.69",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Methodist Homes t/a Torrwood Care Centre,"1,417.18",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,The Royal Masonic Benevolent Institution Care Company T/A Albert Edward Prince of Wales Court,533.83,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Northcote Developments Limited,637.85,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Springbank Care Home Limited T/A Springbank Nursing Home,664.97,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Middlepatch Limited T/A College Fields Nursing Home,691.03,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Hebron Hall Limited,696.28,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,752.40,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Llangoedmor Properties Limited T/A Parkside Residential Home,767.40,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Middlepatch Limited T/A College Fields Nursing Home,800.92,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Middlepatch Limited T/A College Fields Nursing Home,813.39,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,900.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Waverley Care Centre Limited,910.63,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Waverley Care Centre Limited,"1,123.16",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,215491,Waverley Care Centre Limited,"1,123.16",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,All Saints DC Limited,512.71,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,All Saints DC Limited,640.92,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Cartrefi Cymru Co-Operative Limited,987.74,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Linc-Cymru Housing Association T/A Penylan House Community Nursing Home,"1,271.68",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,645.70,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,696.07,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Springbank Care Home Limited T/A Springbank Nursing Home,721.03,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Ely Court Care Limited t/a Ely Court Care Home,769.97,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,787.65,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,799.65,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Springbank Care Home Limited T/A Springbank Nursing Home,877.97,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Forge Care Homes Limited t/a The Forge Care Centre,905.04,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Grangelodge Residential Home Limited t/a Grangelodge,955.96,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Accomplish Group Limited,"1,523.20",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Leonard Cheshire Disability,"1,528.84",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Leonard Cheshire Disability,"1,614.17",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,620.30",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,643.79",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Amethyst Health Care Limited t/a The Willows,"2,051.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Care 4 U (Neath) Limited,"2,184.35",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,"2,229.98",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Valebrook Care Homes Limited,"2,277.90",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,The Cedars Care Services Limited t/a The Hollies,"2,362.75",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,216179,Voyage 1 Limited t/a Brook Lodge,"3,256.26",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,React Support Services Limited t/a Cadoc Service Flats - 32,"2,132.15",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Springbank Care Home Limited T/A Springbank Nursing Home,586.22,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Llangoedmor Properties Limited T/A Parkside Residential Home,597.15,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,749.15,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,904.65,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Glasallt Fawr Camphill Centre,"1,275.45",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"1,295.90",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,The Cedars Care Services Limited T/A Oaklands,"1,340.57",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Ocean Community Services Limited t/a Westminster Court Care Home,"1,412.41",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Vale Phoenix Limited t/a Dan y Bryn House,"1,443.50",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,606.65",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Accomplish Group Limited t/a College Fields,"1,677.96",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Valebrook Care Homes Limited,"1,823.15",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Amethyst Health Care Limited t/a Hillstone House,"1,891.63",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Valebrook Care Homes Limited,"1,987.41",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,The Cedars Care Services Limited t/a The Cedars,"2,037.04",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Accomplish Group Limited t/a Ty Bradwen,"2,041.48",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Valebrook Care Homes Limited,"2,125.27",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,The Cedars Care Services Limited t/a The Hollies,"2,156.73",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,"2,220.85",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Valebrook Care Homes Limited,"2,328.30",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Accomplish Group Limited,"2,350.26",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,The Cedars Care Services Limited t/a Sycamore House,"2,394.65",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,The Cedars Care Services Limited t/a The Cedars,"2,394.65",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Valebrook Care Homes Limited t/a Rhosbrook Care Home,"2,509.71",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Valebrook Care Homes Limited,"2,577.48",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Amethyst Health Care Limited t/a Hillstone House,"2,615.82",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"2,721.51",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,The Cedars Care Services Limited t/a Sycamore House,"2,749.65",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Accomplish Group Limited,"2,765.06",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,217909,Ocean Community Services Limited t/a Beech House,"2,848.33",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218310,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,749.65,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Accurocare St. John's Home Limited,795.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Liam George t/a Claremont Care Home,636.65,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Liam George t/a Claremont Care Home,737.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,HC-One Limited t/a Glanffrwd Care Home,750.48,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Adriana Limited T/A The Priory Nursing Home,766.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Northcote Developments Limited,810.43,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Waverley Care Centre Limited,810.43,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Middlepatch Limited T/A College Fields Nursing Home,820.75,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,832.50,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),850.48,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,865.80,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Waverley Care Centre Limited,868.82,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218321,Waverley Care Centre Limited,946.70,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,iMeUs Healthcare Limited,760.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Penrhos Residential Home Ltd,506.37,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Linc-Cymru Housing Association T/A Penylan House Community Nursing Home,"1,440.67",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),503.12,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Waverley Care Centre Limited,523.62,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Mary Griffiths T/A Ty Melin Residential Home,527.99,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Northcote Developments Limited,543.14,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Baltimore Care Limited,560.61,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Louise Bertorelli & Jaco Van Der Merwe T/A The Oaklands Residential Home,561.74,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Northcote Developments Limited,575.17,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Foxtroy Limited T/A Foxtroy Residential Home,589.40,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Northcote Developments Limited,590.59,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Louise Bertorelli & Jaco Van Der Merwe T/A The Oaklands Residential Home,591.28,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Parkcare Homes Limited t/a The Willows Care Home,595.62,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,599.89,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Baltimore Care Limited,608.56,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Ty Draw & Wentworth Lodge Limited t/a Ty Draw Lodge,621.69,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Northcote Developments Limited,630.63,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Regency House Care Home- Hallmark Care Homes (Cardiff) Limited,637.98,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),638.95,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Hebron Hall Limited,640.11,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Baltimore Care Limited,646.12,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Jah-Jireh Homes Limited,646.40,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,Waverley Care Centre Limited,649.99,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/11/2022,218419,The Royal Masonic Benevolent Institution Care Company T/A Albert Edward Prince of Wales Court,650.86,REVENUE,,,
